Sample_ID,Region,Depth,Month,Year,Site_ID,Lat,Long,Sorting_Method,WGA_Approach,Status,Primary_Tax_Method,Target_Region,Taxonomy,Plot_Taxa,Cluster_ID,O2_Content,Oxy_Type,OMZ_Phenotype,Topography,Completeness,Contamination,Strain_heterogeneity,Assembly_Length,Assembly_Length_MBP,Number_of_contigs,N50_Contigs,Mean_contig_length_(bp),Longest_contig_(bp),GC,Temperature_(ºC),Salinity_(psu),[O2]_(uM),[NO3-]_(uM),[NO2-]_(uM),[NH3]_(uM)
AD-305_J13,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_J18,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_J20,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;Candidatus Thioglobus;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,46.69,0,0,898598,0.898598,21,70454,42782,211289,37.86,5.6,10.7,0,1.64,0.43,NaN
AD-305_J22,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;Ilumatobacter;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_K04,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_K06,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,26.18,0,0,715746,0.715746,27,36886,26506,100357,34.84,5.6,10.7,0,1.64,0.43,NaN
AD-305_K10,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Marinimicrobia_SAR406_clade;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_K15,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;uncultured marine bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_K16,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Actinobacteria;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_K17,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;uncultured marine bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_K19,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;Candidatus Thioglobus;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_K21,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_L08,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;SCGC AAA164-E04;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_L11,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;uncultured Sulfurimonas sp.,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_L20,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_L21,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;uncultured;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_L22,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,21.7,0.82,100,466319,0.466319,22,32524,21195,74813,34.23,5.6,10.7,0,1.64,0.43,NaN
AD-305_M06,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_M07,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;uncultured;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_M09,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_M11,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_M14,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;uncultured;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_M17,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;Candidatus Thioglobus;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_M18,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_M19,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_M21,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Marinimicrobia_SAR406_clade;uncultured marine bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_M23,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,17.54,0,0,317415,0.317415,18,21800,17621,45815,36.35,5.6,10.7,0,1.64,0.43,NaN
AD-305_N04,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_N05,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,27.55,0.41,100,479156,0.479156,26,25189,18428,45001,35.03,5.6,10.7,0,1.64,0.43,NaN
AD-305_N13,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade II;uncultured marine bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_N18,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_O06,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_O09,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Actinobacteria;Actinobacteria;PeM15;uncultured bacterium ARCTIC38_F_05,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_O11,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_O13,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;uncultured;uncultured alpha proteobacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_O14,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;uncultured;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_O18,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;Candidatus Thioglobus;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_O23,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_P03,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,40.49,0,0,930136,0.930136,44,29016,21137,77695,34.78,5.6,10.7,0,1.64,0.43,NaN
AD-305_P04,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium;uncultured Bacteroidetes bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_P06,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;uncultured marine bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,47.02,0,0,723953,0.723953,36,33140,20101,119801,37.93,5.6,10.7,0,1.64,0.43,NaN
AD-305_P08,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;uncultured marine bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_P09,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;uncultured marine bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_P16,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_P17,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,27.93,0.41,100,590856,0.590856,35,24886,16880,70112,34.92,5.6,10.7,0,1.64,0.43,NaN
AD-305_P19,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,33.55,0,0,684103,0.684103,37,27927,18489,76495,34.56,5.6,10.7,0,1.64,0.43,NaN
AD-305_P20,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Planctomycetes;OM190;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-305_P23,Baltic,104.3,Nov,2011,Baltic_104.3_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.7,0,1.64,0.43,NaN
AD-308_A05,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_A06,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_A09,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maritimimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,54.11,0.17,0,1364559,1.364559,71,31963,19217,95398,33.56,5.6,10.8,0,2.34,0.11,NaN
AD-308_A11,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfoconvexum;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_A13,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;uncultured;uncultured alpha proteobacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_A18,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Marinimicrobia_SAR406_clade;uncultured marine bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_A20,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;uncultured Planctomycetales bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_B02,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_B07,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidetes VC2.1 Bac22;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_B10,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans;uncultured bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_B11,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V3-V5,Archaea;Thaumarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae;Candidatus Nitrosopumilus;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,53.56,0,0,777338,0.777338,34,45321,22862,157659,32.36,5.6,10.8,0,2.34,0.11,NaN
AD-308_B13,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,No_Matches,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_B14,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,22.81,0,0,222388,0.222388,7,67924,31769,83207,34.45,5.6,10.8,0,2.34,0.11,NaN
AD-308_B20,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,0,0,0,595175,0.595175,29,26146,20522,53100,34.6,5.6,10.8,0,2.34,0.11,NaN
AD-308_B21,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_B22,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thioglobaceae;SUP05 cluster;uncultured marine bacterium,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_C02,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,16.67,1.75,100,270862,0.270862,24,15425,11277,37464,33.08,5.6,10.8,0,2.34,0.11,NaN
AD-308_C03,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,0,0,0,247484,0.247484,13,25825,19037,80941,33.09,5.6,10.8,0,2.34,0.11,NaN
AD-308_C06,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacula;uncultured Desulfobacula sp.,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
AD-308_C07,Baltic,109.1,Nov,2011,Baltic_109.1_Nov_2011,57.318,20.0511,DNA,MDA,Not Sequenced,16S,V1-V5,Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Thiovulaceae;Sulfurimonas;marine metagenome,,,0,Anoxic,Sulfidic_Bottom,Enclosed_Basin,,,,,,,,,,,5.6,10.8,0,2.34,0.11,NaN
